row,target_rva,target_size,scaffold_source,pin,verdict,files
?d_00574df0@@YAXXZ,0x00574DF0,91,Code/gen_asm/d_00572210.asm,??1NamedPivotMapClass@@UAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/hanim.cpp
?d_00582540@@YAXXZ,0x00582540,41,Code/gen_asm/d_00572210.asm,?Compute_Current_Frame@Animatable3DObjClass@@IBEMPAM@Z,LOCATED,Code/Libraries/Source/WWVegas/WW3D2/animobj.cpp
?d_00588f50@@YAXXZ,0x00588F50,32,Code/gen_asm/d_00572210.asm,?Get_Texture@ParticleBufferClass@@QBE?AVTextureHandleClass@1@XZ,AMBIGUOUS(2),Code/Libraries/Source/WWVegas/WW3D2/ParticleBufferClassGetTextureThunk.cpp;Code/Libraries/Source/WWVegas/WW3D2/part_buf.cpp
?d_00599610@@YAXXZ,0x00599610,25,Code/gen_asm/d_0058aec0.asm,_luaH_new,UNPARSEABLE,
?d_0059f720@@YAXXZ,0x0059F720,284,Code/gen_asm/d_0058aec0.asm,_luaK_tostack,UNPARSEABLE,
?d_005c9c40@@YAXXZ,0x005C9C40,50,Code/gen_asm/d_005bf0a0.asm,??1?$_Rb_tree@VAsciiString@@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@U?$_Select1st@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@@3@U?$less@VAsciiString@@@3@V?$allocator@U?$pair@$$CBVAsciiString@@PAVArchiveFile@@@_STL@@@3@@_STL@@QAE@XZ,UNPARSEABLE,
?d_005cbd20@@YAXXZ,0x005CBD20,19,Code/gen_asm/d_005bf0a0.asm,??1Gen_uwm_009cbd20@@QAE@XZ,NO-DEFINITION,
?d_005cc640@@YAXXZ,0x005CC640,17,Code/gen_asm/d_005bf0a0.asm,??0ArchivedFileInfo@@QAE@XZ,LOCATED,Code/GameEngine/Source/Common/System/ArchivedFileInfoCopyConstructorThunk.cpp
?d_005cf180@@YAXXZ,0x005CF180,85,Code/gen_asm/d_005bf0a0.asm,??0?$pair@$$CBUGen_t_009cf3c0_k4@@UGen_t_009cf3c0_p12cd@@@_STL@@QAE@ABU01@@Z,UNPARSEABLE,
?d_005d10e0@@YAXXZ,0x005D10E0,66,Code/gen_asm/d_005bf0a0.asm,?addFile@ArchiveFile@@QAEXABVAsciiString@@PBUArchivedFileInfo@@@Z,LOCATED,Code/GameEngine/Source/Common/System/ArchiveFile.cpp
?d_005e24b0@@YAXXZ,0x005E24B0,46,Code/gen_asm/d_005bf0a0.asm,??1Gen_uw_009e24b0@@QAE@XZ,NO-DEFINITION,
?d_005e2630@@YAXXZ,0x005E2630,46,Code/gen_asm/d_005bf0a0.asm,?Delete@?$List@PAUINISection@@@@QAEXXZ,UNPARSEABLE,
?d_005e26a0@@YAXXZ,0x005E26A0,8,Code/gen_asm/d_005bf0a0.asm,?Remove_Index@?$IndexClass@HPAUINIEntry@@@@QAE_NABH@Z,UNPARSEABLE,
?d_005e2730@@YAXXZ,0x005E2730,8,Code/gen_asm/d_005bf0a0.asm,?Remove_Index@?$IndexClass@HPAUINISection@@@@QAE_NABH@Z,UNPARSEABLE,
?d_005e2fa0@@YAXXZ,0x005E2FA0,53,Code/gen_asm/d_005bf0a0.asm,?Search_For_Node@?$IndexClass@HPAUINISection@@@@ABEPBUNodeElement@1@ABH@Z,UNPARSEABLE,
?d_005e6410@@YAXXZ,0x005E6410,8,Code/gen_asm/d_005bf0a0.asm,?nstrdup@@YAPADPBD@Z,UNPARSEABLE,
?d_005e7dc0@@YAXXZ,0x005E7DC0,8,Code/gen_asm/d_005bf0a0.asm,??1FilePipe@@UAE@XZ,LOCATED,Code/Libraries/Source/WWVegas/WWLib/xpipe.cpp
?d_005ee360@@YAXXZ,0x005EE360,7,Code/gen_asm/d_005e97b0.asm,?_M_reallocate_map@?$deque@HV?$allocator@H@_STL@@@_STL@@IAEXI_N@Z,UNPARSEABLE,
?d_005ee5e0@@YAXXZ,0x005EE5E0,78,Code/gen_asm/d_005e97b0.asm,??1Gen_uw_009ee610@@QAE@XZ,NO-DEFINITION,
?d_005f5530@@YAXXZ,0x005F5530,43,Code/gen_asm/d_005e97b0.asm,??1Gen_uw_009f5530@@QAE@XZ,NO-DEFINITION,
?d_005faa40@@YAXXZ,0x005FAA40,117,Code/gen_asm/d_005e97b0.asm,_D3DXVec4Transform@12,UNPARSEABLE,
?d_00702330@@YAXXZ,0x00702330,110,Code/gen_asm/d_006e7d70.asm,??0Vector3HollowSphereRandomizer@@QAE@M@Z,LOCATED,Code/Libraries/Source/WWVegas/WWMath/v3_rnd.cpp
